ID,Tweet,Date,Via
345455017039364096,trying to prove that asm.js is not a JavaScript subset,"18:17:48, 6-14, 2013",web
345423577576796161,Soon,"16:12:53, 6-14, 2013",web
345394988701601792,bind(this) is getting old.,"14:19:17, 6-14, 2013",Twitter for iPhone
345339832547037184,THE 1001TH USER OF NODEJS IRC CLICK HERE,"10:40:06, 6-14, 2013",web
345289549783650304,not designed for performance. will optimize later! #probablynot,"07:20:18, 6-14, 2013",web
345270923592617985,SpiderMonkey is not ECMA-262 compliant,"06:06:17, 6-14, 2013",web
345220157385371649,jQuery is finally making it,"02:44:34, 6-14, 2013",Twitter for iPhone
345073328983252992,found a bug in the asm.js spec,"17:01:07, 6-13, 2013",Twitter for iPhone
344966625910476800,You should not have use string based APIs.,"09:57:07, 6-13, 2013",web
344904695720071169,"If everybody switched from Chrome and Firefox to IE 10 on Windows 8, we could save enough energy to power 10,000 U.S. households","05:51:02, 6-13, 2013",Twitter for iPhone
344866633828929536,generator kinda means no more async node.js,"03:19:47, 6-13, 2013",web
344835673599131649,“Hipster Jeremy Ashkenas”,"01:16:45, 6-13, 2013",web
344546468037808128,yeah but not everyone wants ember 2.0,"06:07:34, 6-12, 2013",web
344536125085458433,generators will be a bottleneck,"05:26:28, 6-12, 2013",web
344522941398134784,new trend in ES: everything,"04:34:04, 6-12, 2013",web
344513611894501376,the C++ magic stops here. We need to stop,"03:57:00, 6-12, 2013",web
344496791045169154,use promisebacks every day.,"02:50:10, 6-12, 2013",Twitter for iPhone
344463784372498434,back to writing yucky mutable JavaScript with crazy syntax,"00:39:00, 6-12, 2013",web
344449325247643648,JavaScript speed in Safari? Seems dubious.,"23:41:33, 6-11, 2013",web
344313948859949056,I do like my web technologies,"14:43:37, 6-11, 2013",web
344298163269668864,JS is the best way we know,"13:40:53, 6-11, 2013",web
344215451603181568,Big APIs shouldn't be,"08:12:13, 6-11, 2013",web
344155818058457089,Node and AMD modules can be freely intermixed,"04:15:15, 6-11, 2013",web
344127129153314816,I don't like the duck typing going on here,"02:21:15, 6-11, 2013",web
344119933732519937,"""#JavaScript has closures"" - totally","01:52:40, 6-11, 2013",web
344107669528932352,CoffeeScript. You don't even need to,"01:03:56, 6-11, 2013",web
343950044128477185,don't push your comma first garbage on me!,"14:37:35, 6-10, 2013",Twitter for iPhone
343847531488366592,so here’s my take on what’s really wrong with JavaScript. The obvious stuff,"07:50:14, 6-10, 2013",web
343840325380497408,Using node and annoyed you have to keep typing,"07:21:36, 6-10, 2013",Twitter for iPhone
343822224928669696,Promises-you-would-have-written,"06:09:40, 6-10, 2013",web
343813365493268481,"If there's one thing I've learned about control-flow libraries, it's that there's a lot","05:34:28, 6-10, 2013",web
343804410570358786,"Why are you even doing this to a browser, you monster.","04:58:53, 6-10, 2013",web
343784242091798531,Do all Javascript variables become physically implemented in the hardware?,"03:38:45, 6-10, 2013",web
343775976746016768,impress your friends by unusual-looking code,"03:05:54, 6-10, 2013",web
343551737992450048,“blowing the frame budget”,"12:14:51, 6-9, 2013",web
343447300884017152,stupid coding!,"05:19:52, 6-9, 2013",web
343427544554561536,make cheap and easy what previously was common but expensive,"04:01:21, 6-9, 2013",web
343240179563241473,wealth of inline JavaScript,"15:36:50, 6-8, 2013",web
343190088320176129,this coffee generated js,"12:17:47, 6-8, 2013",Twitter for iPhone
343169848899166208,But that question doesn't even make sense - JavaScript arrays are objects!,"10:57:22, 6-8, 2013",Twitter for iPhone
343124018594983938,generators shouldn't yield,"07:55:15, 6-8, 2013",web
343120969952526337,worry about the ducktyping considering the user,"07:43:08, 6-8, 2013",web
343107553749782528,Prism is based on the same world-class browsing engine as Firefox,"06:49:50, 6-8, 2013",web
343071982704795648,"don't want to become the ""promises guy""","04:28:29, 6-8, 2013",web
343060152179642370,Confussed? If so thats ok,"03:41:28, 6-8, 2013",web
343030707477692417,It makes me very angry when people test promises,"01:44:28, 6-8, 2013",web
343021729779687426,JS: turns out it's good,"01:08:48, 6-8, 2013",web
342856027676487681,The then syntax / wording is weird. What I want to do is block,"14:10:21, 6-7, 2013",web
342787903350509568,kind of unsure what kind of things Javascript developers actually do on a daily basis.,"09:39:39, 6-7, 2013",web
342780536047149056,Programming is difficult — and difficult,"09:10:23, 6-7, 2013",web
342762584363110400,this magical new `yield` thing I am not going to use,"07:59:02, 6-7, 2013",web
342756445005180928,Huzah! Browser happy now.,"07:34:39, 6-7, 2013",web
342718846576242688,"saw the future, wrapped into webrtc awesomesauce :)","05:05:15, 6-7, 2013",web
342673020160200704,"Edit, 30 minutes later: Javascript was fine, CSS was the issue.","02:03:09, 6-7, 2013",web
342495752515379201,Music videos + JS = sweet,"14:18:45, 6-6, 2013",web
342383440676675584,ancient Egyptians like JavaScript,"06:52:28, 6-6, 2013",web
342377132997091329,Java. We can't help you. I'm not sure if anyone can,"06:27:24, 6-6, 2013",web
342352810911875072,using JavaScript as a procedural language,"04:50:45, 6-6, 2013",web
342335625594294272,No idea what Safari is doing,"03:42:28, 6-6, 2013",web
342334063136358400,sorry haterz I celebrate,"03:36:15, 6-6, 2013",web
342328384870817792,"Dude, I’m so awesome","03:13:41, 6-6, 2013",web
342048055333371904,the window.postMessage API that's sweeping the nation,"08:39:45, 6-5, 2013",web
342010932832116736,"Is there a ""style"" checker, except it doesn't look at syntax but to make sure code is non-blocking?","06:12:15, 6-5, 2013",web
341977728054079488,super weak WeakMap,"04:00:18, 6-5, 2013",web
341963139522379776,asm.js is an amazing hack. It’s a hack because it’s absolutely the worst idea if you want performance.,"03:02:20, 6-5, 2013",web
341944791292059648,"When AJAX first popped out, old skool developers felt its magic, but they've encountered many problems","01:49:25, 6-5, 2013",Twitter for iPhone
341762903906598912,Sometimes I log into IRC & just wait,"13:46:40, 6-4, 2013",web
341699487582015488,tomorrow night is another Beer.js,"09:34:40, 6-4, 2013",web
341669538707959809,promises are dumb,"07:35:40, 6-4, 2013",web
341618628279533568,"There is no rule that applies 100% of the time. That’s not just true with JavaScript, it’s true with every rule in the entire world.","04:13:22, 6-4, 2013",web
341582543897903104,People who write Node.js modules with a build step,"01:49:59, 6-4, 2013",web
341576578297384960,"We’re talking about MVC frameworks, and we’re talking about boring","01:26:17, 6-4, 2013",web
341332125682900993,JavaScript experts tell you are wrong and you should do whatever you want,"09:14:55, 6-3, 2013",web
341202384183242752,Holy shit guys turn on your experimental JavaScript,"00:39:22, 6-3, 2013",web
340901932623335425,Soviet Russia JavaScript horses,"04:45:29, 6-2, 2013",Twitter for iPhone
340898872169754624,"""what-wug""? Or maybe ""what-wig""? ""What-wog""? ""What-wag""???","04:33:19, 6-2, 2013",Twitter for iPhone
340851246602784769,callback callback callback callback callback callback,"01:24:04, 6-2, 2013",Twitter for iPhone
340670625628712961,"year 2013: Haskell people are still writing monad tutorials, JavaScript people are still trying to explain","13:26:21, 6-1, 2013",Twitter for iPhone
340666128852459520,It was nice seeing you at jsconf!,"13:08:29, 6-1, 2013",Twitter for iPhone
340580052016177152,promises and boom+,"07:26:26, 6-1, 2013",Twitter for iPhone
340578333702115329,Node aircraft carriers!,"07:19:37, 6-1, 2013",Twitter for iPhone
340553182080020480,is @tomdale animorphed to a hamster,"05:39:40, 6-1, 2013",Twitter for iPhone
340526743024726016,neighQuery,"03:54:36, 6-1, 2013",Twitter for iPhone
340499537707806720,"people care about perf, but @jdalton REALLY","02:06:30, 6-1, 2013",Twitter for iPhone
340276997920014337,I just woke up. I guess I missed kayaking.,"11:22:13, 5-31, 2013",Twitter for iPhone
340231955561984001,compiling to JavaScript is the safest way,"08:23:14, 5-31, 2013",Twitter for iPhone
339925089665552385,WebGL really works? Curious,"12:03:51, 5-30, 2013",Twitter for iPhone
339887259258068992,peanut quarantine zone,"09:33:32, 5-30, 2013",Twitter for iPhone
339864315093979136,On stage. At #jsconf. Just sayin'.,"08:02:21, 5-30, 2013",web
339855553369096192,"oh, @rwaldron is upset about something","07:27:32, 5-30, 2013",web
339855295784296449,Story Time,"07:26:31, 5-30, 2013",web
339854446223839232,Stickers!,"07:23:08, 5-30, 2013",web
339850414495260672,JS 101: everything will magically,"07:07:07, 5-30, 2013",web
339773607309889539,tired of JAVA-SCRIPT,"02:01:55, 5-30, 2013",Twitter for iPhone
339770096115400705,optimizing is HAAAARD,"01:47:58, 5-30, 2013",Twitter for iPhone
339607100768538625,a situation called hoisting,"15:00:17, 5-29, 2013",web
339397156517576706,ITS GONNA BE LIKE THIS,"01:06:02, 5-29, 2013",web
339356477305266176,FREAKIN CSS,"22:24:23, 5-28, 2013",Twitter for iPhone
339253462288187394,"Some days, I hate JS too.","15:35:03, 5-28, 2013",web
339227372505153537,my JSConf beach body.,"13:51:22, 5-28, 2013",web
339051671047004160,Selfless Javascript,"02:13:12, 5-28, 2013",web
339044974005985280,"The problem is, JavaScript is, pretty much by definition, not secure","01:46:35, 5-28, 2013",web
338899589123956736,Anyone who disagrees is Just Wrong.,"16:08:53, 5-27, 2013",Twitter for iPhone
338712291279265792,JavaScript performance became a big deal,"03:44:37, 5-27, 2013",web
338698771225526273,Minor note: Emscripten is not a Mozilla project. It's just one person hacking away on github.,"02:50:54, 5-27, 2013",web
338691410393960449,callbacks make life hard. Mostly,"02:21:39, 5-27, 2013",web
338425310699732992,"Node is pretty stable now. Use it. It's ﬁne, really. • Nothing weird is going to happen.","08:44:16, 5-26, 2013",web
338366821889626112,at jsconf I'm going to scream,"04:51:51, 5-26, 2013",web
338360137368600577,"using node.js ? You know, with monads & no callbacks","04:25:17, 5-26, 2013",web
338014554728570881,single threaded callback based programs don't hit concurrency issues,"05:32:04, 5-25, 2013",web
337960076952363008,"traveling somewhere around the south east of the US, hopefully headed to #JSConf","01:55:35, 5-25, 2013",web
337940926322311169,double callbacks! love double callbacks!,"00:39:30, 5-25, 2013",web
337778167584538626,need fancy things,"13:52:45, 5-24, 2013",web
337690177420013568,I've seen many #JavaScript things,"08:03:06, 5-24, 2013",web
337673814475407360,"ClojureScript, I genuinely do not understand","06:58:05, 5-24, 2013",web
337664579695939587,into clean/tight JavaScript,"06:21:23, 5-24, 2013",web
337632545686581249,type checking is a good idea for JavaScript,"04:14:06, 5-24, 2013",web
337610599641018368,many applications rely on [] + [] being = '',"02:46:54, 5-24, 2013",web
337307273577787392,No types: types are stupid.,"06:41:35, 5-23, 2013",web
337279722717323266,"Before we generate JavaScript, we need a plan.","04:52:06, 5-23, 2013",web
337225499610857474,just leave the jshint errors in there,"01:16:39, 5-23, 2013",web
337005931651035137,"oh, about Ember. Nevermind.","10:44:10, 5-22, 2013",Twitter for iPhone
336993018156552193,tabs crash on you? REALLY?,"09:52:51, 5-22, 2013",web
336983232094556162,quibbling over syntax. So I’m happy,"09:13:58, 5-22, 2013",web
336977376288333824,the `!function(){…}()` IIFE pattern and it makes me very sad,"08:50:41, 5-22, 2013",web
336964382925926401,JAVASCRIPT FRAUD!,"07:59:04, 5-22, 2013",web
336946631406649344,just a flash app with emo horses just running,"06:48:31, 5-22, 2013",web
336915047085383681,zomg how am I going to make my programs blink?,"04:43:01, 5-22, 2013",web
336887336161906688,"write everything using low-level JavaScript APIs, forever.","02:52:54, 5-22, 2013",web
336858598699327490,would rather be commenting on issues instead of pushing code,"00:58:43, 5-22, 2013",web
336702783900233728,Ember.js: me and @wycats,"14:39:33, 5-21, 2013",web
336639245643038721,modern web UI is just programmers trying,"10:27:05, 5-21, 2013",web
336588840758296577,Importantly shadowing off the global parameters!,"07:06:47, 5-21, 2013",web
336547529929928704,"God, do I hate CoffeeScript","04:22:38, 5-21, 2013",web
336497986047713284,pedantic promises are just one particular example,"01:05:46, 5-21, 2013",web
336483693818429440,why does javascript look like this sometimes?,"00:08:58, 5-21, 2013",web
336473092027199488,/* CRAPPY native equivalent */,"23:26:51, 5-20, 2013",web
336321682002292736,in #JavaScript. feel free,"13:25:12, 5-20, 2013",Twitter for iPhone
336187913928839168,"asynchronous programming"" - wrong, wrong, wrong, wrong.","04:33:39, 5-20, 2013",web
336178439008694275,"when you plug it in, awesome JavaScript comes out.","03:56:00, 5-20, 2013",web
335979905424707584,con JSFuck por fin entendí,"14:47:06, 5-19, 2013",web
335954887844184064,Yes! Lo-Dash likes what I'm doing,"13:07:41, 5-19, 2013",web
335842483353288705,60FPS: difficult!,"05:41:02, 5-19, 2013",web
335811416353304577,JS is easy: with,"03:37:35, 5-19, 2013",web
335786894245916672,Async programming is only ugly when it's done by people,"02:00:08, 5-19, 2013",web
335559541225816064,"WebRTC, something is wrong","10:56:43, 5-18, 2013",Twitter for iPhone
335528148689108992,really excited to see @horse_js present,"08:51:59, 5-18, 2013",web
335509869727711232,UA shenanigans I can get behind,"07:39:21, 5-18, 2013",web
335488033216401409,On mobile everything is very sad.,"06:12:34, 5-18, 2013",web
335475869906792448,"find a bus with the @horse_js logo, we have no idea where","05:24:14, 5-18, 2013",Twitter for iPhone
335467891849834496,use __proto__ to set the prototype of objects,"04:52:32, 5-18, 2013",web
335457236941942784,If i was on the v8 team i would ship versions of v8,"04:10:12, 5-18, 2013",web
335401338315894785,JS dependency management should work,"00:28:05, 5-18, 2013",web
335226552704987136,"describe(""The Internet"", function() { ... })","12:53:33, 5-17, 2013",web
335170244295405568,"Ok, this is going downhill. No one is arguing","09:09:48, 5-17, 2013",web
335162286710849536,JS implementers complain,"08:38:10, 5-17, 2013",web
335153702644101120,so goddam many marquees,"08:04:04, 5-17, 2013",web
335141716506054660,that disco was super cool,"07:16:26, 5-17, 2013",web
335114632928825344,people say @npmjs is crazy,"05:28:49, 5-17, 2013",web
335105321045463040,there will be apps,"04:51:49, 5-17, 2013",web
335066967369211905,"Unless you’re hiding under a rock, you are probably aware that the Mozilla Project has released Firefox","02:19:24, 5-17, 2013",web
335049070051733504,so angry about asm.js,"01:08:17, 5-17, 2013",Twitter for iPhone
334876645460688896,jank matter,"13:43:08, 5-16, 2013",web
334804413942202368,Why the asm.js trolling today? Did someone actually do anything,"08:56:07, 5-16, 2013",web
334799626693664768,horsejs has no activity during this period.,"08:37:05, 5-16, 2013",web
334720327710044160,We’re all getting Pixels. “Wooooo”,"03:21:59, 5-16, 2013",web
334719219256156160,I wonder how sad @mraleph is? I guess he’s probably even sadder than I am.,"03:17:35, 5-16, 2013",web
334669154361679872,"I would settle for a ""binary javascript"" similar to binary xml","23:58:38, 5-15, 2013",web
334479371165372417,Hey Crypto Nerds!,"11:24:31, 5-15, 2013",Twitter for iPhone
334429343717662721,"Something is stealing jQuery's ""$""","08:05:43, 5-15, 2013",web
334407364587446272,Ignoring the nonproductive JS-hating,"06:38:23, 5-15, 2013",web
334399387390328832,we need a bytecode VM for the web,"06:06:41, 5-15, 2013",web
334315944929263616,JavaScript should win; Dart is bad!,"00:35:07, 5-15, 2013",web
334177951354585088,you want your site to work without JS?,"15:26:46, 5-14, 2013",web
334127641974153218,streams are just monads. Mind,"12:06:52, 5-14, 2013",web
334103504459280385,tweets make little to no sense? No bio? Don’t get it.,"10:30:57, 5-14, 2013",Twitter for iPhone
334097530335944704,I made a Lisp to Javascript compiler. I really enjoy programming,"10:07:13, 5-14, 2013",web
334093449852776449,the browser tests. Is it wrong ?,"09:51:00, 5-14, 2013",web
334062083790495744,I am not the best with java,"07:46:22, 5-14, 2013",web
334027540492611584,JavaScript that talks,"05:29:06, 5-14, 2013",web
334010610767515648,handlebars why is life so horrribleeeee,"04:21:49, 5-14, 2013",web
333680944517115904,promises are like mad libs,"06:31:51, 5-13, 2013",web
333620291374817281,time to write a JavaScript VM from scratch,"02:30:50, 5-13, 2013",web
333216631977304064,Install Grunt Duh.,"23:46:50, 5-11, 2013",web
332993777889337345,npm is the best thing,"09:01:18, 5-11, 2013",web
332980666092355584,something should work. I get disappointed a lot.,"08:09:11, 5-11, 2013",web
332970426554781696,Let's dream the code we want,"07:28:30, 5-11, 2013",web
332962893047926785,Going from Native to Web. Give 'em hell,"06:58:34, 5-11, 2013",web
332701354537676802,I finally realized it: I am a neckbeard,"13:39:18, 5-10, 2013",web
332578697473323008,Encourage Bad JavaScript Habits,"05:31:55, 5-10, 2013",web
332567918934097920,Ultimate in Facebook trolling: I fill out their developer survey,"04:49:05, 5-10, 2013",web
332559839454715905,Disappointed that I can't find any Ruby or JavaScript libraries,"04:16:59, 5-10, 2013",web
332542475380080641,Who's making these promises anyway?,"03:07:59, 5-10, 2013",web
332526274046218240,Open source JS project maintainers: how important is maintaining code,"02:03:36, 5-10, 2013",web
332507562954080257,plug the scroll stream into the fart stream,"00:49:15, 5-10, 2013",web
332505356162973696,"in the eye, JavaScript!","00:40:29, 5-10, 2013",web
332494089809440768,"suspend computation, wait","23:55:43, 5-9, 2013",web
332463729289605120,putting an HTML5 app on a floppy disk? Believe it,"21:55:04, 5-9, 2013",web
332358884863909888,Remember what generators do: they,"14:58:27, 5-9, 2013",web
332258262525284352,"JavaScript, this is confusing","08:18:37, 5-9, 2013",web
332205774128427008,"it's huge, compiled with emscripten and quite complicated.","04:50:03, 5-9, 2013",web
332196814428188672,I would not use event emitters.,"04:14:27, 5-9, 2013",web
332191543647682563,Web workers I guess.,"03:53:30, 5-9, 2013",web
332168006807461888,JavaScript and Python. Time to flex,"02:19:58, 5-9, 2013",web
332158308347699200,Haha. What I'm doing with my life. Haha.,"01:41:26, 5-9, 2013",web
331938100282540033,got started on the Node project going absolutely crazy,"11:06:24, 5-8, 2013",web
331902372207013889,coffeescript hahahah #fail,"08:44:26, 5-8, 2013",Twitter for iPhone
331848855220006912,I didn't really need to write my own build system,"05:11:47, 5-8, 2013",web
331813173751590912,We hope you’ll find Dojo 1.9,"02:50:00, 5-8, 2013",web
331807679464996865,"already in the ES6 draft, it's too late now.","02:28:10, 5-8, 2013",web
331790420642246656,I swear @phiggins fixed this,"01:19:35, 5-8, 2013",web
331777803399884800,dude whatever I didn't start this the software is bugged fix it don't I don't care now,"00:29:27, 5-8, 2013",Twitter for iPhone
331537413975449600,Minified js isn't much easier to reverse engineer than compiled native code.,"08:34:13, 5-7, 2013",web
331517571029405698,JavaScript is the fastest interpreted language,"07:15:22, 5-7, 2013",web
331495922238357504,JavaScript has nothing to do with JavaScript,"05:49:21, 5-7, 2013",web
331456424515354625,I guess it's cool that you can use WebGL?,"03:12:24, 5-7, 2013",web
331435002933948418,Tony Stark stuff,"01:47:17, 5-7, 2013",web
331428000396607488,"People use each like it’s Zack Morris, at which point every looping problem starts looking like Kelly Kapowski.","01:19:27, 5-7, 2013",web
331181940877185024,Wishes are not horses.,"09:01:42, 5-6, 2013",web
331102374674456576,then we embark on our taco quest,"03:45:32, 5-6, 2013",web
331092562616143872,works in all jQuery web-browsers,"03:06:32, 5-6, 2013",web
331078075754364929,1995 distorted JS for sure.,"02:08:59, 5-6, 2013",web
330923496953769985,Yet Another JavaScript Inheritance Library,"15:54:44, 5-5, 2013",web
330906754667913216,when it comes to doing things from scratch I don't even know where to begin. Anyone else know that feel?,"14:48:12, 5-5, 2013",web
330807642400358400,some unreadable code i wrote!,"08:14:22, 5-5, 2013",web
330802820884357120,"node.js is fun, that's why","07:55:13, 5-5, 2013",web
330796481663610881,"sometimes it is ok to have globals. For example, if you use jQuery","07:30:01, 5-5, 2013",web
330768247723016192,arguments.callee.caller.arguments. Damn,"05:37:50, 5-5, 2013",web
330759608882823169,using nasty eval tricks,"05:03:30, 5-5, 2013",web
330717248593469440,Don’t confuse npm,"02:15:11, 5-5, 2013",web
330708748052082689,"It’s hot, and moving very quickly","01:41:24, 5-5, 2013",web
330701299060445184,"Please please please please please please! For the love of God, don't use XML","01:11:48, 5-5, 2013",web
330688855374176256,I never asked you to make pdf.js,"00:22:21, 5-5, 2013",web
330488726629257216,"I'm a pretty strong believer in ""else""","11:07:07, 5-4, 2013",Twitter for iPhone
330443546786148352,You have disagree? Fork it.,"08:07:35, 5-4, 2013",web
330438186448859137,don't “but strings are easy!” me,"07:46:17, 5-4, 2013",web
330422712960954369,"clever, we get it, you know JavaScript.","06:44:48, 5-4, 2013",web
330406320844992512,IndexedDB question: anyone know how,"05:39:40, 5-4, 2013",web
330396981010767872,themable,"05:02:33, 5-4, 2013",web
330385150594662400,Is there hope for eventual consistency ever?,"04:15:32, 5-4, 2013",web
330353650595663873,52 MB of JavaScript is... a lot,"02:10:22, 5-4, 2013",web
330339840556154882,"At ±Infinity, all is imprecise.","01:15:30, 5-4, 2013",web
330328711595429889,the this keyword should be avoided like the plague,"00:31:16, 5-4, 2013",web
330191275515060224,use callbacks and don't complain about it,"15:25:09, 5-3, 2013",Twitter for iPhone
330060761319743488,Preparing JavaScript...,"06:46:32, 5-3, 2013",web
330054999763738625,Try pulling out any ember related code and see how much of an application you have left.,"06:23:38, 5-3, 2013",web
330041011126538240,"response.write(""Братан, ты даже поднять?"");","05:28:03, 5-3, 2013",web
330007889899028480,Callback Hell is a real place. Find redemption,"03:16:26, 5-3, 2013",web
329974511619416065,I can make as many alerts as I could possibly dream of,"01:03:48, 5-3, 2013",web
329810420766490624,"to some it can, to some it cannot... life is difficult","14:11:46, 5-2, 2013",web
329752913121533953,Chrome DevTools is pretty much the best thing ever.,"10:23:15, 5-2, 2013",web
329715643131772928,I know V8 internals quite well. It feels like leaving umbrella at home and finding myself under a cold rain,"07:55:09, 5-2, 2013",web
329706752343961600,"jQuery, this plugin can cure that","07:19:50, 5-2, 2013",web
329694775693434881,JS *blush* you think i'm pretty!,"06:32:14, 5-2, 2013",web
329684070420324352,flinging globals would be nice,"05:49:42, 5-2, 2013",web
329662843387510785,I don't really know what the semantics of 'error' are,"04:25:21, 5-2, 2013",web
329635881352822785,Do you hate kittens and love old IE?,"02:38:13, 5-2, 2013",web
329609304447537152,down with the MEAN stack!,"00:52:36, 5-2, 2013",Twitter for iPhone
329410278246735873,"pull request, got the pull request","11:41:45, 5-1, 2013",web
329326681464655872,Does anyone know what @jsconf means,"06:09:34, 5-1, 2013",web
329309288415768576,"When I don't understand a chunk of code, I split","05:00:27, 5-1, 2013",web
329282084684308480,do not use with or eval. I think,"03:12:21, 5-1, 2013",web
329255938211053569,wait till we get a @nodejs version that includes a V8,"01:28:27, 5-1, 2013",web
329242814703624193,vendor-prefixed functionality is the right approach to me,"00:36:18, 5-1, 2013",web
328992731550584833,ClojureScript is so different from JavaScript that it makes sense,"08:02:34, 4-30, 2013",web
328989787375681536,"Obviously there are a few other frameworks out there for HTML5 and JavaScript, but I'm sort of a do-it-yourself kind","07:50:52, 4-30, 2013",web
328964383797547008,serious JavaScripters,"06:09:55, 4-30, 2013",web
328941823986913281,just do it JS from the start,"04:40:16, 4-30, 2013",web
328878321372905474,"If a Node stream is told to pause(), should it","00:27:56, 4-30, 2013",web
328615576274628608,someone tell me about every flow control library,"07:03:53, 4-29, 2013",web
328547369153085440,"Unfortunately, the CORS","02:32:51, 4-29, 2013",web
328536920701411330,"Publish JavaScript, not fairy whispers.","01:51:20, 4-29, 2013",web
328302879880404993,JavaScript that makes quitting my job seem rational,"10:21:20, 4-28, 2013",web
327915671314890752,JavaScript — my Friday night,"08:42:43, 4-27, 2013",web
327852478412513280,your face. #replacetechsayingswithyourface,"04:31:36, 4-27, 2013",web
327845402181263360,coroutines are ok,"04:03:29, 4-27, 2013",web
327817956581072896,"shut down gracefully when errors are thrown, I don't know what you mean","02:14:26, 4-27, 2013",web
327587995836350464,a wonderland of tiny jQueries,"11:00:39, 4-26, 2013",web
327538750731210752,the semicolons is obsolete,"07:44:58, 4-26, 2013",web
327531758914523136,Besides jQuery & Lo-Dash are there any other libs,"07:17:11, 4-26, 2013",web
327521418046763008,npm wont fetch,"06:36:05, 4-26, 2013",web
327492816987123712,promises? That's interesting. I bet,"04:42:26, 4-26, 2013",web
327479123784114178,let square = x =&gt; { return x*x; };,"03:48:02, 4-26, 2013",web
327453502290948096,program in JavaScript and love horses; it is only natural,"02:06:13, 4-26, 2013",web
327435620152651776,"""helpful"" magic","00:55:09, 4-26, 2013",web
327418454078541824,Backbone? >_<,"23:46:57, 4-25, 2013",web
327132290067095552,WebKit: All cowhands,"04:49:50, 4-25, 2013",web
327117188664270848,I'm feeling the responsive images blues,"03:49:49, 4-25, 2013",web
327086904849879040,"""GIFs use more CPU than PNGs"". This is deep","01:49:29, 4-25, 2013",web
327074731335499776,What I imagine JSConf is like: http://t.co/m57xgofP5m,"01:01:07, 4-25, 2013",web
326819355285417986,out a lot of effort into all things,"08:06:20, 4-24, 2013",web
326798106710642688,"about monads, these are untrue and rude","06:41:54, 4-24, 2013",web
326770440401981441,you need enterprise-grade modules,"04:51:58, 4-24, 2013",web
326704215303012353,Hi tdd haterz,"00:28:49, 4-24, 2013",web
326693013445308417,WATs and ZOMGs and some horse,"23:44:18, 4-23, 2013",web
326551600548163584,Avoiding intermittent oranges,"14:22:23, 4-23, 2013",web
326487975825399810,spring fully-formed from Anne van Kesteren's head,"10:09:33, 4-23, 2013",web
326452585391325185,"libuv, yay!","07:48:56, 4-23, 2013",web
326447023740035072,How to delegate?,"07:26:50, 4-23, 2013",web
326434287832424449,needs better marketing: npm,"06:36:13, 4-23, 2013",web
326422091295490049,a JavaScript glamourpuss? Fancy,"05:47:45, 4-23, 2013",web
326413054403284995,"the ""pitchfork"" risk","05:11:51, 4-23, 2013",web
326390874223304704,MYTH: Screen readers,"03:43:43, 4-23, 2013",web
326360635225034753,yielding the JavaScript thread often enough so the JavaScript engine does not get angry at us!,"01:43:33, 4-23, 2013",web
326347052986544129,I named my fungus Coffee Script,"00:49:35, 4-23, 2013",web
325982187772071937,"single-threaded, but you still get race conditions, how is this possible","00:39:44, 4-22, 2013",Twitter for iPhone
325798246482071554,we need to rephrase the way we require,"12:28:49, 4-21, 2013",Twitter for iPhone
325778690967498752,EVENT. CAPTURING. RETURN FALSE.,"11:11:07, 4-21, 2013",Twitter for iPhone
325321407665946624,JS needed. Code quality > How,"04:54:02, 4-20, 2013",web
325312075175956481,TDD is a myth,"04:16:57, 4-20, 2013",web
325275045066838019,I should point out when I absolutely don’t use jQuery: If I’m trying,"01:49:48, 4-20, 2013",web
325049936146231296,ok that's my troll for the day,"10:55:18, 4-19, 2013",Twitter for iPhone
325019626360668161,"want to keep it simple, but add more features","08:54:52, 4-19, 2013",web
324999327363760128,jQuery 2.0: You asked for it,"07:34:12, 4-19, 2013",web
324998012311072769,frameworks…yeah,"07:28:58, 4-19, 2013",web
324976613940936704,Holy shit WebRTC,"06:03:57, 4-19, 2013",web
324948208600117250,here’s how I’d express the Unix Philosophy. Sadly,"04:11:04, 4-19, 2013",web
324937974557061120,"Ooo, look at that div that changes width as I resize my browser. How?","03:30:24, 4-19, 2013",web
324926538497806336,TC39 and es-discuss recognize __proto__ a mistake,"02:44:58, 4-19, 2013",web
324893389478838274,Bootstrap's JavaScript code is suffering,"00:33:14, 4-19, 2013",web
324883020450512896,Lots of people caught by surprise by the sudden love for DOM,"23:52:02, 4-18, 2013",web
324859449888100353,Firefox OS: We have all our ducks,"22:18:23, 4-18, 2013",web
324684402959474689,this WebIDL. Is someone trolling me?,"10:42:48, 4-18, 2013",Twitter for iPhone
324651089121124354,"you guys ARE coming to @jsconf, right? RIGHT?","08:30:26, 4-18, 2013",web
324571952037642241,Backbone are quite easy to learn. But soon you find that there are not enough opinions there,"03:15:58, 4-18, 2013",web
324280468428181504,ATTN: Javascriptresses and Women Who Node,"07:57:43, 4-17, 2013",web
324232532491137025,jQuery made me,"04:47:14, 4-17, 2013",web
324209493351206912,"monads, we will likely have a lot of “meh”","03:15:41, 4-17, 2013",web
323993545352564736,"If you understand callbacks, event emitters, and streams you understand all","12:57:35, 4-16, 2013",Twitter for iPhone
323942649071562752,stop messaging me about the streams,"09:35:20, 4-16, 2013",Twitter for iPhone
323933079058120704,I'm a javascript,"08:57:19, 4-16, 2013",Twitter for iPhone
